Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"3831","1","3855","","2008-08-06 18:44:06","","13","2790","<p>I need to detect when a session has expired in my Visuial Basic web application.  This is what I'm using...</p>

<pre><code>Protected Sub Page_Load(ByVal sender As Object, ByVal e As System.EventArgs) Handles Me.Load

    If CurrentSession.IsNew AndAlso (Not Page.Request.Headers(""Cookie"") Is Nothing) AndAlso (Page.Request.Headers(""Cookie"").IndexOf(""ASP.NET_SessionId"") &gt;= 0) Then
        Response.Redirect(""TimeOut.aspx"")
    End If

    ...do something...

End Sub
</code></pre>

<p><strong>Note:</strong> <code>CurrentSession.IsNew</code> returns <code>HttpContext.Current.Session.IsNewSession</code></p>

<p>This seems to work well for <em>Internet Explorer</em>, but seems to fail with <em>Firefox</em>.</p>
","83","","1012641","Stu Thompson","2013-05-18 04:51:11","2013-05-18 04:51:11","How do I best detect an ASP.NET expired session?","<asp.net><http><session>","1","2","3","","","CC BY-SA 3.0"
"3839","1","3860","","2008-08-06 18:47:24","","22","12571","<p>I'm trying out the following query:</p>

<pre><code>SELECT A,B,C FROM table WHERE field LIKE 'query%'
UNION
SELECT A,B,C FROM table WHERE field LIKE '%query'
UNION
SELECT A,B,C FROM table WHERE field LIKE '%query%'
GROUP BY B ORDER BY B ASC LIMIT 5
</code></pre>

<p>That's three queries stuck together, kinda sorta. However, the result set that comes back reflects results from query #3 before the results from query #1 which is undesired.</p>

<p>Is there any way to prioritize these so that results come as all for query #1, then all for query #2 then all for query #3? I don't want to do this in PHP just yet (not to mention having to control for results that showed up in the first query not to show in the second and so forth).</p>
","547","","1864029","mauriciopastrana","2018-06-06 07:55:28","2019-06-26 08:13:56","How do I Concatenate entire result sets in MySQL?","<mysql><sql><union>","8","0","1","","","CC BY-SA 3.0"
"3856","1","3880","","2008-08-06 18:57:38","","8","3334","<p>I wrote a component that displays a filename, a thumbnail and has a button to load/play the file. The component is databound to a repeater. How can I make it so that the button event fires to the main application and tells it which file to play?</p>
","26","","1154847","","2012-01-22 00:59:24","2012-01-22 00:59:24","Adobe Flex component events","<apache-flex><actionscript-3>","2","0","1","","","CC BY-SA 3.0"
"3859","1","3865","","2008-08-06 18:58:53","","23","13270","<p>After being told by at least 10 people on SO that version control was a good thing even if it's just me I now have a followup question.</p>

<p>What is the difference between all the different types of version control and is there a guide that anybody knows of for version control that's very simple and easy to understand?</p>
","1384652","","30","Grant","2008-10-07 12:22:58","2009-05-31 09:34:01","What is the difference between all the different types of version control?","<version-control>","13","1","9","","2008-08-30 05:59:23","CC BY-SA 2.5"
"3867","1","3941","","2008-08-06 19:04:51","","12","4472","<p>I think most people here understand the importance of fully automated builds.</p>

<p>The problem is one of our project is now using an integrated Visual Studio Setup project (vdproj) and has recently been ported to Visual Studio 2008. Unfortunatly, those won't build in MSBuild and calling devenv.exe /build on 2008 just crashes, apparently it does that on all multi core computer (!!!). So now I have the choice to either rollback to .Net 2.0 and 2005 or simply ditch Visual Studio deployement, but first, I'd like a second opinion.</p>

<p>Anyone knows of another automated way to build a .vdproj that will not require us to open the IDE and click on stuff?</p>

<hr>

<p>WiX was what I had in mind when saying we would ditch vdproj. Do you have any experience with it, good things, caveat?</p>
","42","","1288","Keith","2011-11-21 01:34:34","2019-03-14 09:04:22","Automated release script and Visual Studio Setup projects","<visual-studio><msbuild><wix><build-automation><vdproj>","3","0","2","","","CC BY-SA 3.0"
"3868","1","3958","","2008-08-06 19:08:19","","27","3260","<p>I'm downloading a web page (tag soup HTML) with XMLHttpRequest and I want to take the output and turn it into a DOM object that I can then run XPATH queries on. How do I convert from a string into DOM object?</p>

<p>It appears that the general solution is to create a hidden iframe and throw the contents of the string into that. There has been <a href=""http://starkravingfinkle.org/blog/2007/03/how-to-parse-html-in-mozilla/"" rel=""noreferrer"">talk</a> of updating <a href=""http://developer.mozilla.org/en/docs/DOMParser"" rel=""noreferrer"">DOMParser</a> to support text/html but as of Firefox 3.0.1 you still get an <code>NS_ERROR_NOT_IMPLEMENTED</code> if you try.</p>

<p>Is there any option besides using the hidden iframe trick? And if not, what is the best way to do the iframe trick so that your code works outside the context of any currently open tabs (so that closing tabs won't screw up the code, etc)?</p>

<p><a href=""http://mxr.mozilla.org/mozilla/source/browser/components/microsummaries/src/nsMicrosummaryService.js#2090"" rel=""noreferrer"">This</a> is an example of why I'm looking for a solution other than the iframe hack, if I have to write <em>all</em> that code to have a robust solution, then I'd rather keep looking for something else.</p>
","163","","567854","","2019-01-18 08:41:36","2019-01-18 08:41:36","How can I turn a string of HTML into a DOM object in a Firefox extension?","<javascript><firefox><dom>","5","0","2","","","CC BY-SA 4.0"
"3881","1","3886","","2008-08-06 19:26:30","","555","165022","<p>I have a simple setter method for a property and <code>null</code> is not appropriate for this particular property. I have always been torn in this situation: should I throw an <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/IllegalArgumentException.html"" rel=""noreferrer""><code>IllegalArgumentException</code></a>, or a <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/NullPointerException.html"" rel=""noreferrer""><code>NullPointerException</code></a>? From the javadocs, both seem appropriate. Is there some kind of an understood standard?  Or is this just one of those things that you should do whatever you prefer and both are really correct?</p>
","122","","3156863","Chris Fournier","2014-01-17 12:18:34","2019-11-25 11:38:29","IllegalArgumentException or NullPointerException for a null parameter?","<java><exception><null><nullpointerexception><illegalargumentexception>","26","0","143","2016-09-23 13:34:31","","CC BY-SA 3.0"
"3894","1","3897","","2008-08-06 19:34:47","","11","15156","<p>Given the constraint of only using T-Sql in Sql Server 2005, is there a better way to remove the decimal point from a money datatype than a conversion to a varchar (here implicitly) and then a replace of the decimal point?</p>

<p>Here is what I have currently.</p>

<pre><code>SELECT REPLACE(1.23, '.', ''), REPLACE(19.99, '.', '')
</code></pre>

<p>Which returns the desired 123 and 1999, but I was wondering if there was a better way.  Any thoughts?</p>
","76","","2641576","","2014-11-25 20:41:09","2017-08-30 16:03:16","T-Sql Remove Decimal Point From Money Data Type","<sql-server><tsql><sql-server-2005>","5","0","1","","","CC BY-SA 2.5"
"3903","1","3911","","2008-08-06 19:41:59","","22","5556","<p>Since the WMI class Win32_OperatingSystem only includes OSArchitecture in Windows Vista, I quickly wrote up a method using the registry to try and determine whether or not the current system is a 32 or 64bit system.</p>

<pre><code>private Boolean is64BitOperatingSystem()
{
    RegistryKey localEnvironment = Registry.LocalMachine.OpenSubKey(""SYSTEM\\CurrentControlSet\\Control\\Session Manager\\Environment"");
    String processorArchitecture = (String) localEnvironment.GetValue(""PROCESSOR_ARCHITECTURE"");

    if (processorArchitecture.Equals(""x86"")) {
        return false;
    }
    else {
        return true;
    }
}
</code></pre>

<p>It's worked out pretty well for us so far, but I'm not sure how much I like looking through the registry. Is this a pretty standard practice or is there a better method?</p>

<p><strong>Edit</strong>: Wow, that code looks a lot prettier in the preview. I'll consider linking to a pastebin or something, next time.</p>
","560","","2921691","Michael Stum","2016-02-07 17:39:31","2016-02-07 17:39:31","Is this a good way to determine OS Architecture?","<c#><windows><registry>","4","0","3","","","CC BY-SA 3.0"
"3927","1","100490","","2008-08-06 20:14:57","","374","316462","<p>What profilers have you used when working with .net programs, and which would you particularly recommend?</p>
","121","","3043","Epaga","2011-12-09 17:53:25","2012-11-13 13:51:26","What Are Some Good .NET Profilers?","<c#><.net><profiling><profiler>","30","0","332","","2012-07-09 20:18:14","CC BY-SA 2.5"
"3942","1","4238","","2008-08-06 20:26:21","","9","658","<p>I inherited a Windows Forms app written in VB.Net.  Certain parts of the app run dreadfully slow.  What's the easiest way to find which parts of the code are holding things up?  I'm looking for a way to quickly find the slowest subroutines and tackle them first in an attempt to speed up the app.</p>

<p>I know that there are several code profiler products available for purchase which will show how long each subroutine takes, but I was hoping to find a <strong>free</strong> solution.</p>
","443","","905","Keith","2008-08-16 12:51:49","2016-02-11 04:20:47","What's the best way to find long-running code in a Windows Forms Application","<.net><vb.net>","4","0","1","","","CC BY-SA 2.5"
"3975","1","5907","","2008-08-06 20:59:58","","10","1268","<p>We're in the process of upgrading one of our SQL Server instances from 2000 to 2005. I installed the performance dashboard (<a href=""http://www.microsoft.com/downloads/details.aspx?FamilyId=1d3a4a0d-7e0c-4730-8204-e419218c1efc&amp;displaylang=en"" rel=""noreferrer"">http://www.microsoft.com/downloads/details.aspx?FamilyId=1d3a4a0d-7e0c-4730-8204-e419218c1efc&amp;displaylang=en</a>) for access to some high level reporting. One of the reports shows missing (recommended) indexes. I think it's based on some system view that is maintained by the query optimizer.</p>

<p>My question is what is the best way to determine when to take an index recommendation. I know that it doesn't make sense to apply all of the optimizer's suggestions. I see a lot of advice that basically says to try the index and to keep it if performance improves and to drop it if performances degrades or stays the same. I wondering if there is a better way to make the decision and what best practices exist on this subject.</p>
","162","","193717","Paul G","2014-06-10 21:42:38","2014-06-10 21:42:38","How do I know which SQL Server 2005 index recommendations to implement, if any?","<sql-server><sql-server-2005>","3","0","1","","","CC BY-SA 2.5"
"3976","1","","","2008-08-06 21:00:01","","19","15978","<p>I have a Prolite LED sign that I like to set up to show scrolling search queries from a apache logs and other fun statistics. The problem is, my G5 does not have a serial port, so I have to use a usb to serial dongle. It shows up as /dev/cu.usbserial and /dev/tty.usbserial . </p>

<p>When i do this everything seems to be hunky-dory:</p>

<pre><code>stty -f /dev/cu.usbserial
speed 9600 baud;
lflags: -icanon -isig -iexten -echo
iflags: -icrnl -ixon -ixany -imaxbel -brkint
oflags: -opost -onlcr -oxtabs
cflags: cs8 -parenb
</code></pre>

<p>Everything also works when I use the <a href=""http://www.versiontracker.com/dyn/moreinfo/macosx/24024"" rel=""noreferrer"">serial port tool</a> to talk to it.</p>

<p>If I run this piece of code while the above mentioned serial port tool, everthing also works. But as soon as I disconnect the tool the connection gets lost. </p>

<pre><code>#!/usr/bin/python

import serial

ser = serial.Serial('/dev/cu.usbserial', 9600, timeout=10) 
ser.write(""&lt;ID01&gt;&lt;PA&gt; \r\n"") 
read_chars = ser.read(20)
print read_chars

ser.close()
</code></pre>

<p>So the question is, what magicks do I need to perform to start talking to the serial port without the serial port tool? Is that a permissions problem? Also, what's the difference between /dev/cu.usbserial and /dev/tty.usbserial?</p>

<hr>

<p>Nope, no serial numbers. The thing is, the problem persists even with sudo-running the python script, and the only thing that makes it go through if I open the connection in the gui tool that I mentioned.</p>
","556","","50776","amrox","2012-08-20 20:18:10","2015-11-15 13:15:20","Programmatically talking to a Serial Port in OS X or Linux","<python><linux><macos><serial-port>","2","2","3","","","CC BY-SA 3.0"
"3978","1","3998","","2008-08-06 21:02:16","","22","1902","<p>In a language such as (since I'm working in it now) PHP, which supports procedural and object-oriented paradigms.</p>

<p>Is there a good rule of thumb for determining which paradigm best suits a new project? If not, how can you make the decision?</p>
","572","","4595675","Gaius","2015-12-14 19:53:32","2015-12-14 19:53:32","Multi-Paradigm Languages","<php><oop><paradigms><procedural>","2","0","3","","","CC BY-SA 3.0"
"3984","1","418605","","2008-08-06 21:06:32","","22","1434","<p>I've created some MbUnit Test Fixtures that have SetUp methods marked with the SetUp attribute.  These methods run before the tests just fine using the MbUnit GUI, the console runner, and the ReSharper MbUnit plugin.  However, when I run the tests with TestDriven.NET it does not run the SetUp methods at all.  </p>

<p>Does anyone know if this is a bug with TestDriven.NET or if I have something setup wrong?</p>
","571","","3","Lance Fisher","2012-03-22 01:52:35","2020-06-18 11:10:58","TestDriven.NET is not running my SetUp methods for MbUnit","<.net><visual-studio><tdd><mbunit><testdriven.net>","4","0","1","","","CC BY-SA 2.5"
"3996","1","4043","","2008-08-06 21:14:57","","11","949","<p>I have Windows File sharing enabled on an OS X 10.4 computer. It's accessible via \rudy\myshare for all the Windows users on the network, except for one guy running Vista Ultimate 64-bit edition. </p>

<p>All the other users are running Vista or XP, all 32-bit. All the workgroup information is the same, all login with the same username/password.</p>

<p>The Vista 64 guy can see the Mac on the network, but his login is rejected every time.</p>

<p>Now, I imagine that Vista Ultimate is has something configured differently to the Business version and XP but I don't really know where to look. Any ideas?</p>
","575","","","","","2008-12-17 19:42:42","How do I configure a Vista Ultimate (64bit) account so it can access a SMB share on OSX?","<macos><windows-vista><smb>","2","0","1","2014-07-11 08:58:55","","CC BY-SA 2.5"
"4004","1","","","2008-08-06 21:18:47","","44","19824","<p><strong>Most recent edits in bold</strong>
I am using the .net <code>HttpListener</code> class, but I won't be running this application on IIS and am not using ASP.net.  This <a href=""http://www.leastprivilege.com/CommentView.aspx?guid=0c34094a-bdd4-4041-be6e-919f10fe1d31"" rel=""noreferrer"">web site</a> describes what code to actually use to implement SSL with asp.net and <a href=""http://blogs.msdn.com/adarshk/archive/2004/11/10/255467.aspx"" rel=""noreferrer"">this site</a> describes how to set up the certificates (although I'm not sure if it works only for IIS or not).  </p>

<p>The class documentation describes various types of authentication (basic, digest, Windows, etc.) --- none of them refer to SSL.  It does say that if <a href=""http://msdn.microsoft.com/en-us/library/system.net.httplistener.aspx"" rel=""noreferrer"">HTTPS is used, you will need to set a server certificate</a>.  Is this going to be a one line property setting and <code>HttpListener</code> figures out the rest?  </p>

<p>In short, I need to know how to set up the certificates and how to modify the code to implement SSL.</p>

<p>Although it doesn't occur when I'm trying to access HTTPS, I did notice an error in my System Event log - the source is ""Schannel"" and the content of the message is:</p>

<blockquote>
  <p>A fatal error occurred when attempting
  to access the SSL server credential
  private key. The error code returned
  from the cryptographic module is
  0x80090016.</p>
</blockquote>

<p>Edit:<br>
<strong>Steps taken so far</strong></p>

<ul>
<li>Created a working HTTPListener in C# that works for HTTP connections (e.g. ""<a href=""http://localhost:8089/foldername/"" rel=""noreferrer"">http://localhost:8089/foldername/</a>""</li>
<li>Created a certificate using makecert.exe</li>
<li>Added the certificate to be trusted using certmgr.exe</li>
<li>Used Httpcfg.exe to listen for SSL connections on a test port (e.g. 8090)</li>
<li>Added port 8080 to the HTTPListener via listener.Prefixes.Add(<a href=""https://localhost:8090/foldername/"" rel=""noreferrer"">https://localhost:8090/foldername/</a>"");</li>
<li>tested an HTTP client connection, e.g. (<a href=""http://localhost:8089/foldername/"" rel=""noreferrer"">http://localhost:8089/foldername/</a>"") in a browser and receive correct return</li>
<li>tested an HTTPS client connection, e.g. (<a href=""http://localhost:8090/foldername/"" rel=""noreferrer"">http://localhost:8090/foldername/</a>"") in a browser and receive ""Data Transfer Interrupted"" (in Firefox)</li>
<li>debugging in visual studio shows that the listener callback that receives the requests never gets hit when the HTTPS connection starts - I don't see any place that I could set a breakpoint to catch anything else earlier.</li>
<li>netstat shows that listening ports are open for both HTTPS and HTTP.  the HTTPS port does go to TIME_WAIT after a connection is attempted.</li>
<li><strong><a href=""http://www.fiddlertool.com/fiddler/"" rel=""noreferrer"">Fiddler</a> and <a href=""http://www.ieinspector.com/httpanalyzer/"" rel=""noreferrer"">HTTPAnalyzer</a> don't catch any of the traffic, I guess it doesn't get far enough in the process to show up in those HTTP analysis tools</strong></li>
</ul>

<p><strong>Questions</strong></p>

<ul>
<li>What could the problem be? </li>
<li>Is there a piece of .Net code I am missing (meaning I have to do more in C# other than simply add a prefix to the listener that points to HTTPS, which is what i have done)</li>
<li>Have a missed a configuration step somewhere? </li>
<li>What else might I do to analyze the problem?</li>
<li>Is the error message in the System Event log a sign of the problem?  If so how would it be fixed?</li>
</ul>
","525","","1011722","pc1oad1etter","2019-06-12 13:38:40","2020-12-08 06:07:53","How do I add SSL to a .net application that uses httplistener - it will *not* be running on IIS","<.net><authentication><encryption><ssl>","6","0","18","","","CC BY-SA 4.0"
"4034","1","4346","","2008-08-06 21:43:33","","71","41194","<p>What is the best way to support multiple languages for the interface in an ASP.NET MVC application? I've seen people use resource files for other applications. Is this still the best way?</p>
","571","","61164","Haacked","2012-09-22 19:38:28","2017-04-18 12:17:17","Multiple languages in an ASP.NET MVC application?","<asp.net-mvc><internationalization><multilingual>","6","2","19","","","CC BY-SA 3.0"
"4046","1","4902","","2008-08-06 21:55:24","","23","23190","<p>I'm trying to convince my providers to use ANT instead of Rational Application Development so anyone can recompile, recheck, redeploy the solution anyplace, anytime, anyhow. :P</p>

<p>I started a build.xml for a project that generates a JAR file but stopped there and I need real examples to compare notes. My good friends! I don't have anyone close to chat about this! </p>

<p>This is my <a href=""http://pastebin.ca/1094382"" rel=""noreferrer"">build.xml</a> so far. </p>

<p><i>(*) I edited my question based in the <a href=""https://stackoverflow.com/questions/4046/can-someone-give-me-a-working-example-of-a-buildxml-for-an-ear-that-deploys-in-#4298"">suggestion</a> of to use pastebin.ca</i></p>
","527","","-1","","2017-05-23 12:00:32","2014-04-29 05:58:20","Example of a build.xml for an EAR that deploys in WebSphere 6","<jakarta-ee><deployment><ant><websphere><ear>","4","0","16","","","CC BY-SA 3.0"
"4051","1","4192","","2008-08-06 22:01:25","","55","79685","<p>In <code>C</code> can I <strong>pass a multidimensional array</strong> to a function <strong>as a single argument</strong> when I don't know what the dimensions of the array are going to be?</p>

<p>Besides, my multidimensional array may contain types other than strings.</p>
","381","","806202","David","2019-12-13 09:01:59","2019-12-13 11:22:39","Passing multidimensional arrays as function arguments in C","<c><function><multidimensional-array>","5","0","27","","","CC BY-SA 4.0"
"4052","1","4139","","2008-08-06 22:02:33","","19","16352","<p>I am trying to enable Full-text indexing in SQL Server 2005 Express. I am running this on my laptop with Vista Ultimate.</p>

<p>I understand that the standard version of SQL Server Express does not have full-text indexing. I have already downloaded and installed ""Microsoft SQL Server 2005 Express Edition with Advanced Services Service Pack 2"" (<a href=""http://www.microsoft.com/downloads/details.aspx?FamilyID=5B5528B9-13E1-4DB9-A3FC-82116D598C3D&amp;displaylang=en"" rel=""noreferrer"">download</a>).</p>

<p>I have also ensured that both the ""SQL Server (instance)"" and ""SQL Server FullText Search (instance)"" services are running on the same account which is ""Network Service"".</p>

<p>I have also selected the option to ""Use full-text indexing"" in the Database Properties > Files area.</p>

<p>I can run the sql query ""SELECT fulltextserviceproperty('IsFulltextInstalled');"" and return 1.</p>

<p>The problem I am having is that when I have my table open in design view and select ""Manage FullText Index""; the full-text index window displays the message... </p>

<blockquote>
  <p>""Creation of the full-text index is not available. Check that you have the correct permissions or that full-text catalogs are defined.""</p>
</blockquote>

<p>Any ideas on what to check or where to go next?</p>
","576","","2641576","Nigel Campbell","2014-11-25 20:40:52","2017-12-14 09:48:20","How to enable Full-text Indexing in SQL Server 2005 Express?","<sql-server><sql-server-2005><full-text-search>","3","1","4","","","CC BY-SA 2.5"
"4062","1","4222","","2008-08-06 22:21:55","","14","584","<p>Currently I know of only two ways to cache data (I use PHP but I assume that the same will apply to most languages).</p>

<ol>
<li>Save the cache to a file</li>
<li>Save the cache to a large DB field</li>
</ol>

<p>Are there any other (perhaps better) ways of caching or is it really just this simple?</p>
","1384652","","437","","2010-08-02 14:26:42","2010-08-02 14:26:42","What methods of caching, other than to file or database, are available?","<language-agnostic><caching>","4","1","1","","","CC BY-SA 2.5"
"4072","1","13738","","2008-08-06 22:30:26","","14","1094","<p>I just did a merge using something like:</p>

<pre><code>svn merge -r 67212:67213 https://my.svn.repository/trunk .
</code></pre>

<p>I only had 2 files, one of which is a simple <code>ChangeLog</code>.  Rather than just merging my <code>ChangeLog</code> changes, it actually pulled mine plus some previous ones that were not in the destination <code>ChangeLog</code>.  I noticed there was a conflict when I executed --dry-run, so I updated <code>ChangeLog</code>, and there was still a conflict (and I saw the conflict when I did the actual merge).</p>

<p>I then later diffed on the file I was merging from:</p>

<pre><code>svn diff -r 67212:67213 ChangeLog
</code></pre>

<p>And I see just the changes I had made, so I know that extra changes didn't get in there somehow. </p>

<p>This makes me worried that merge is not actually just taking what I changed, which is what I would have expected.  Can anybody explain what happened?</p>

<p>UPDATE: In response to NilObject:</p>

<p>So, I have 2 files changed, only ChangeLog is relevant, the other merged fine.  When I go to my regular trunk checkout, I do the diff command above and see:</p>

<pre><code>Index: ChangeLog
===================================================================
--- ChangeLog   (revision 67212)
+++ ChangeLog   (revision 67213)
@@ -1,3 +1,7 @@
+2008-08-06  Mike Stone  &lt;myemail&gt;
+
+   * changed_file: Details.
+
 2008-08-06  Someone Else  &lt;their_email&gt;

    * theirChanges: Details.
</code></pre>

<p>After my merge of the previous changes, the diff of ChangeLog looks like this:</p>

<pre><code>Index: ChangeLog
===================================================================
--- ChangeLog   (revision 67215)
+++ ChangeLog   (working copy)
@@ -1,3 +1,14 @@
+&lt;&lt;&lt;&lt;&lt;&lt;&lt; .working
+=======
+2008-08-06  Mike Stone  &lt;myemail&gt;
+
+   * changed_file: Details.
+
+2008-08-06  Someone Else  &lt;their_email&gt;
+
+   * theirChanges: Details.
+
+&gt;&gt;&gt;&gt;&gt;&gt;&gt; .merge-right.r67213
 2008-08-05  Someone Else2  &lt;their2_email&gt;

    * olderChange: Details.
</code></pre>

<p>Note that the entry that was incorrectly pulled in was not in the file I am merging it to, but yet it was not one of my changes and shouldn't have been merged anyways.  It was easy to fix (remove the extra lines that weren't part of my changes), but it still makes me worry about merging automatically in <code>SVN</code>.</p>
","122","","4818540","Mike Stone","2015-05-01 15:06:11","2015-05-01 15:06:11","SVN merge merged extra stuff","<svn><merge>","2","0","2","","","CC BY-SA 3.0"
"4080","1","79845","","2008-08-06 22:45:27","","118","41153","<p>What code analysis tools do you use on your Java projects?</p>

<p>I am interested in all kinds</p>

<ul>
<li>static code analysis tools (FindBugs, PMD, and any others)</li>
<li>code coverage tools (Cobertura, Emma, and any others)</li>
<li>any other instrumentation-based tools </li>
<li>anything else, if I'm missing something</li>
</ul>

<p>If applicable, also state what build tools you use and how well these tools integrate with both your IDEs and build tools. </p>

<p>If a tool is only available a specific way (as an IDE plugin, or, say, a build tool plugin) that information is also worth noting.</p>
","235","","1288","Ned Batchelder","2012-08-09 03:29:08","2014-04-29 06:05:47","What code analysis tools do you use for your Java projects?","<java><code-coverage><static-analysis>","12","2","61","2012-05-05 13:39:59","","CC BY-SA 2.5"
"4110","1","4126","","2008-08-06 23:19:50","","16","4622","<p>I've been tasked with redesigning part of a ms-sql database structure which currently involves a lot of views, some of which contain joins to other views. </p>

<p>Anyway, I wonder if anyone here could recommend a utility to automatically generate diagrams to help me visualise the whole structure.</p>

<p>What's the best program you've used for such problems?</p>
","369","","116","Mark Harrison","2008-08-18 16:19:28","2014-12-13 16:24:17","What program can I use to generate diagrams of SQL view/table structure?","<sql><sql-server><database><diagram>","5","0","2","2014-12-30 11:43:01","","CC BY-SA 2.5"
"4138","1","4140","","2008-08-06 23:46:24","","18","1885","<p>What is the best SVN Ignore Pattern should TortoiseSVN have for a VB.NET solution?</p>
","83","","1011616","ChanChan","2012-05-02 15:02:52","2012-05-02 15:02:52","SVN Client Ignore Pattern for VB.NET Solutions","<vb.net><svn><tortoisesvn>","2","0","5","","","CC BY-SA 3.0"
"4149","1","154588","","2008-08-06 23:57:10","","102","54246","<p>I have an application that writes information to file. This information is used post-execution to determine pass/failure/correctness of the application. I'd like to be able to read the file as it is being written so that I can do these pass/failure/correctness checks in real time.</p>

<p>I assume it is possible to do this, but what are the gotcha's involved when using Java? If the reading catches up to the writing, will it just wait for more writes up until the file is closed, or will the read throw an exception at this point? If the latter, what do I do then? </p>

<p>My intuition is currently pushing me towards BufferedStreams. Is this the way to go?</p>
","488","","6074376","","2017-11-02 22:09:31","2017-11-02 22:09:31","How do I use Java to read from a file that is actively being written to?","<java><file><file-io>","9","5","28","","","CC BY-SA 3.0"
"4151","1","","","2008-08-06 23:58:47","","14","2646","<p>I am in the process of figuring out a cache strategy for our current setup, currently have multiple web servers and wanted to know what is the best way to cache data in this environment. I have done research about MemCache and the native asp.net caching but wanted to get some feedback first. Should I go with a Linux box if I use MemCache or a win32 port of MemCache.</p>
","453","","1584106","","2014-06-04 10:08:11","2014-09-22 16:33:29","Best way to cache data","<.net><caching>","4","0","1","","","CC BY-SA 3.0"
"4157","1","4220","","2008-08-07 00:12:55","","27","6278","<p>I plan to be storing all my config settings in my application's app.config section (using the <code>ConfigurationManager.AppSettings</code> class). As the user changes settings using the app's UI (clicking checkboxes, choosing radio buttons, etc.), I plan to be writing those changes out to the <code>AppSettings</code>. At the same time, while the program is running I plan to be accessing the <code>AppSettings</code> constantly from a process that will be constantly processing data. Changes to settings via the UI need to affect the data processing in real-time, which is why the process will be accessing the <code>AppSettings</code> constantly.</p>

<p>Is this a good idea with regard to performance? Using <code>AppSettings</code> is supposed to be ""the right way"" to store and access configuration settings when writing .Net apps, but I worry that this method wasn't intended for a constant load (at least in terms of settings being constantly read).</p>

<p>If anyone has experience with this, I would greatly appreciate the input.</p>

<p><strong>Update:</strong> I should probably clarify a few points.</p>

<p>This is not a web application, so connecting a database to the application might be overkill simply for storing configuration settings. This is a Windows Forms application.</p>

<p>According to the MSDN documention, the <code>ConfigurationManager</code> is for storing not just application level settings, but user settings as well. (Especially important if, for instance, the application is installed as a partial-trust application.)</p>

<p><strong>Update 2:</strong> I accepted lomaxx's answer because <code>Properties</code> does indeed look like a good solution, without having to add any additional layers to my application (such as a database). When using Properties, it already does all the caching that others suggested. This means any changes and subsequent reads are all done in memory, making it extremely fast. Properties only writes the changes to disk when you explicitly tell it to. This means I can make changes to the config settings on-the-fly at run time and then only do a final save out to disk when the program exits.</p>

<p>Just to verify it would actually be able to handle the load I need, I did some testing on my laptop and was able to do 750,000 reads and 7,500 writes per second using Properties. That is so far above and beyond what my application will <em>ever</em> even come close to needing that I feel quite safe in using Properties without impacting performance.</p>
","551","","3804420","Dylan","2017-12-22 10:12:07","2017-12-22 10:12:07","ConfigurationManager.AppSettings Performance Concerns","<c#><.net><performance><configuration><properties>","8","0","1","","","CC BY-SA 3.0"
"4164","1","4209","","2008-08-07 00:20:03","","16","6703","<p>I'm about to start a project for a customer who wants CMS-like functionality. They want users to be able to log in, modify a profile, and a basic forum. They also wish to be able to submit things to a front page.</p>

<p>Is there a framework or barebones CMS that I could expand on or tailor to my needs? I don't need anything as feature-rich or fancy as Drupal or Joomla. I would actually prefer a framework as opposed to a pre-packaged CMS.</p>

<p>I am confident I could code all this from scratch, but would prefer not to, as something like a framework would significantly cut down on my time spent coding, and more on design and layout.</p>

<p>Edit: I should have been more specific. I'm looking for a Content Management System that will be run on a Debian server. So no .net preferably.</p>

<hr>

<p>I think i may end up going with Drupal, and only adding modules that I need. Turbogears looks a bit daunting, and i'm still not quite sure what it does after it's 20 minute intro video...</p>

<p>TinyCMS doesn't look like it's been touched since... 2000?!?</p>
","50","","1288","","2011-11-21 01:33:45","2016-04-10 18:32:16","What is a good barebones CMS or framework?","<frameworks><content-management-system>","17","0","","2012-06-10 15:43:06","","CC BY-SA 3.0"
"4168","1","4577","","2008-08-07 00:22:54","","44","38936","<p>I'm looking for a simple algorithm to 'serialize' a directed graph. In particular I've got a set of files with interdependencies on their execution order, and I want to find the correct order at compile time. I know it must be a fairly common thing to do - compilers do it all the time - but my google-fu has been weak today. What's the 'go-to' algorithm for this?</p>
","588","","4850040","Blair Conrad","2017-03-22 16:32:13","2017-03-22 16:32:13","Graph serialization","<algorithm><sorting><graph-algorithm><directed-graph>","4","0","12","","","CC BY-SA 3.0"
"4170","1","4204","","2008-08-07 00:25:03","","17","1092","<p>I need to learn ADO.NET to build applications based on MS Office. I have read a good deal about ADO.NET in the MSDN Library, but everything seems rather messy to me.</p>

<p>What are the basics one must figure out when using ADO.NET? I think a few key words will suffice to let me organize my learning.</p>
","","GLAF","6499716","","2016-06-30 13:54:42","2017-05-20 04:58:58","How to learn ADO.NET","<ado.net>","2","0","1","","","CC BY-SA 3.0"
